"lb_nom_abg","cd_poul","GS1","GS2","id","nom","prenom","numero_licence","ordre","libelle","distance_km","indemnite","couple","lb_catc","presence"
"DFU9-2-P2-P2","D2F","PDL0049086 - CLUB 86 - ","PDL0049013 - CLUB 13 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-2-P2","D2E","PDL0049007 - CLUB 7 - 2","PDL0049043 - CLUB 43 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4-P2","D4F","PDL0049007 - CLUB 7 - 2","PDL0049070 - CLUB 70 - ","ID 1097","NOM 434","Prénom 524","LIC 1097",1,"Arbitre","","","NON","U13","P"
"DFU13-4-P2","D4F","PDL0049007 - CLUB 7 - 2","PDL0049070 - CLUB 70 - ","ID 12","NOM 12","Prénom 12","LIC 12",1,"Marqueur","","","NON","U13","P"
"DMU11-3","D3D","PDL0049008 - CLUB 8 - 2","PDL0049040 - CLUB 40 - 1","ID 813","NOM 612","Prénom 439","LIC 813",1,"Arbitre","","","NON","U11","P"
"DMU11-3","D3D","PDL0049008 - CLUB 8 - 2","PDL0049040 - CLUB 40 - 1","ID 447","NOM 278","Prénom 47","LIC 447",1,"Arbitre","","","NON","U11","P"
"DMU15-2-P2","D2D","PDL0049011 - CLUB 11 - 1","PDL0049090 - CLUB 90 - ","ID 57","NOM 56","Prénom 55","LIC 57",1,"Arbitre","","","NON","U15","P"
"DMU15-4","D4C","PDL0049011 - CLUB 11 - 2","PDL0049079 - CLUB 79 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU18-2","D2C","PDL0049012 - CLUB 12 - ","PDL0049094 - CLUB 94 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DF2","DF 2C","PDL0049012 - CLUB 12 - 1","PDL0049011 - CLUB 11 - 2","ID 1143","NOM 761","Prénom 189","LIC 1143",1,"Chronometreur","","","NON","Seniors","P"
"DF2","DF 2C","PDL0049012 - CLUB 12 - 1","PDL0049011 - CLUB 11 - 2","ID 61","NOM 60","Prénom 59","LIC 61",1,"Marqueur","","","NON","Seniors","P"
"DFU11-3","D3F","PDL0049013 - CLUB 13 - ","PDL0049039 - CLUB 39 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-2-P2","D2F","PDL0049013 - CLUB 13 - 1","PDL0049017 - CLUB 17 - ","ID 1144","NOM 664","Prénom 537","LIC 1144",1,"Arbitre","","","NON","U9","P"
"DMU11-2-P2-P2","D2F","PDL0049013 - CLUB 13 - 1","PDL0049049 - CLUB 49 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU20-P2","D1B","PDL0049014 - CLUB 14 - 2","PDL0049049 - CLUB 49 - ","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","U20","P"
"DMU20-P2","D1B","PDL0049014 - CLUB 14 - 2","PDL0049049 - CLUB 49 - ","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U20","P"
"DFU13-4","D4B","PDL0049016 - CLUB 16 - 2","PDL0049077 - CLUB 77 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-3-P2","D3D","PDL0049072 - CLUB 72 - ","PDL0049064 - CLUB 64 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF4-P2","DF4HC","PDL0049017 - CLUB 17 - ","PDL0049007 - CLUB 7 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU20-3","D3B","PDL0049017 - CLUB 17 - 2","PDL0049006 - CLUB 6 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"DMU9-4","D4A","PDL0049021 - CLUB 21 - ","PDL0049048 - CLUB 48 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-2","D2D","PDL0049022 - CLUB 22 - 1","PDL0049050 - CLUB 50 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU20","D1B","PDL0049023 - CLUB 23 - ","PDL0049069 - CLUB 69 - ","ID 576","NOM 299","Prénom 358","LIC 576",1,"Arbitre","","","NON","U20","P"
"DMU20","D1B","PDL0049023 - CLUB 23 - ","PDL0049069 - CLUB 69 - ","ID 467","NOM 372","Prénom 82","LIC 467",2,"Arbitre","","","NON","U20","P"
"DMU17-2-P2","D2D","PDL0049023 - CLUB 23 - 4","PDL0049043 - CLUB 43 - 1","ID 467","NOM 372","Prénom 82","LIC 467",1,"Arbitre","","","NON","U17","P"
"DFU13-2-P2","D2D","PDL0049024 - CLUB 24 - 1","PDL0049038 - CLUB 38 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-3-P2","D3D","PDL0049026 - CLUB 26 - 1","PDL0049030 - CLUB 30 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU11-P3","D1D","PDL0049027 - CLUB 27 - 1","PDL0049003 - CLUB 3 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM2-P2","DM2HB","PDL0049028 - CLUB 28 - 1","PDL0049049 - CLUB 49 - 2","ID 730","NOM 555","Prénom 415","LIC 730",2,"Arbitre","","","NON","Seniors","P"
"DM4","DM 4B","PDL0049028 - CLUB 28 - 2","PDL0049017 - CLUB 17 - 2","ID 942","NOM 921","Prénom 53","LIC 942",1,"Marqueur","","","NON","Seniors","P"
"DFU13-3-P2","D3B","PDL0049030 - CLUB 30 - 2","PDL0049041 - CLUB 41 - 2","ID 1361","NOM 922","Prénom 221","LIC 1359",2,"Arbitre","","","NON","U13","P"
"DFU13-3-P2","D3B","PDL0049030 - CLUB 30 - 2","PDL0049041 - CLUB 41 - 2","ID 1362","NOM 910","Prénom 590","LIC 1360",1,"Arbitre","","","NON","U13","P"
"DM3-P2","DM3BB","PDL0049030 - CLUB 30 - 3","PDL0049015 - CLUB 15 - 3","ID 1054","NOM 764","Prénom 510","LIC 1054",1,"Officiel de Table de Marque","","","NON","Seniors","P"
"DM3-P2","DM3BB","PDL0049030 - CLUB 30 - 3","PDL0049015 - CLUB 15 - 3","ID 1166","NOM 510","Prénom 385","LIC 1166",3,"Arbitre","","","NON","Seniors","P"
"DMU9-3","D3B","PDL0049030 - CLUB 30 - 3","PDL0049042 - CLUB 42 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM3","DM 3B","PDL0049030 - CLUB 30 - 3","PDL0049056 - CLUB 56 - 1","ID 1054","NOM 764","Prénom 510","LIC 1054",1,"Officiel de Table de Marque","","","NON","Seniors","P"
"DM3","DM 3B","PDL0049030 - CLUB 30 - 3","PDL0049056 - CLUB 56 - 1","ID 338","NOM 276","Prénom 54","LIC 338",1,"Chronometreur","","","NON","Seniors","P"
"DMU13-2","D2B","PDL0049030 - CLUB 30 - 3","PDL0049059 - CLUB 59 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU18-3","D3D","PDL0049032 - CLUB 32 - ","PDL0049011 - CLUB 11 - 2","ID 1363","NOM 401","Prénom 212","LIC 1361",1,"Arbitre","","","NON","U18","P"
"DFU9-2","D2F","PDL0049032 - CLUB 32 - 1","PDL0049086 - CLUB 86 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-2","D2D","PDL0049032 - CLUB 32 - 1","PDL0049050 - CLUB 50 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"PRM","PRM B","PDL0049032 - CLUB 32 - 2","PDL0049010 - CLUB 10 - 1","ID 10","NOM 10","Prénom 10","LIC 10",2,"Arbitre","(32,00Km)","54.32","NON","Seniors","P"
"PRM","PRM B","PDL0049032 - CLUB 32 - 2","PDL0049010 - CLUB 10 - 1","ID 62","NOM 61","Prénom 60","LIC 62",1,"Arbitre","(20,00Km)","45.2","NON","Seniors","P"
"PRM","PRM B","PDL0049032 - CLUB 32 - 2","PDL0049010 - CLUB 10 - 1","ID 342","NOM 279","Prénom 252","LIC 342",3,"Arbitre","(33,00Km)","55.08","NON","Seniors","R"
"PRM-P2","PRMPB","PDL0049032 - CLUB 32 - 2","PDL0049059 - CLUB 59 - ","ID 112","NOM 105","Prénom 100","LIC 112",1,"Arbitre","(23,00Km)","47.48","NON","Seniors","P"
"PRM-P2","PRMPB","PDL0049032 - CLUB 32 - 2","PDL0049059 - CLUB 59 - ","ID 1016","NOM 133","Prénom 153","LIC 1016",1,"Marqueur","","","NON","Seniors","P"
"PRM-P2","PRMPB","PDL0049032 - CLUB 32 - 2","PDL0049059 - CLUB 59 - ","ID 53","NOM 52","Prénom 51","LIC 53",2,"Arbitre","(25,00Km)","49","NON","Seniors","P"
"DFU9-4","D4D","PDL0049032 - CLUB 32 - 2","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFVE-2","B","PDL0049075 - CLUB 75 - ","PDL0049097 - CLUB 97 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DFU13-3","D3F","PDL0049034 - CLUB 34 - ","PDL0049038 - CLUB 38 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-3-P2","D3D","PDL0049034 - CLUB 34 - ","PDL0049038 - CLUB 38 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU11-P2","D1C","PDL0049038 - CLUB 38 - 1","PDL0049023 - CLUB 23 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17-4","D4B","PDL0049038 - CLUB 38 - 3","PDL0049043 - CLUB 43 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU13-2-P2","D2F","PDL0049039 - CLUB 39 - 1","PDL0049013 - CLUB 13 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-P2","D1B","PDL0049039 - CLUB 39 - 1","PDL0049030 - CLUB 30 - 2","ID 1218","NOM 923","Prénom 225","LIC 1218",1,"Arbitre","","","NON","U17","P"
"DMU17-P2","D1B","PDL0049039 - CLUB 39 - 1","PDL0049030 - CLUB 30 - 2","ID 710","NOM 542","Prénom 7","LIC 710",1,"Marqueur","","","NON","U17","P"
"DFU11-3-P2","D3E","PDL0049039 - CLUB 39 - 3","PDL0049017 - CLUB 17 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17-P2-P2","D1B","PDL0049040 - CLUB 40 - 1","PDL0049011 - CLUB 11 - ","ID 33","NOM 32","Prénom 32","LIC 33",1,"Arbitre","(33,00Km)","49.08","NON","U17","P"
"DMU17-P2-P2","D1B","PDL0049040 - CLUB 40 - 1","PDL0049011 - CLUB 11 - ","ID 844","NOM 160","Prénom 166","LIC 844",2,"Arbitre","(21,00Km)","39.96","NON","U17","P"
"DFU11-4-P2-P2","D4B","PDL0049040 - CLUB 40 - 2","PDL0049062 - CLUB 62 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9","D1C","PDL0049041 - CLUB 41 - 1","PDL0049059 - CLUB 59 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-3-P2-P2","D3E","PDL0049043 - CLUB 43 - 2","PDL0049074 - CLUB 74 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM5-P2","DM5BD","PDL0049044 - CLUB 44 - 2","PDL0049038 - CLUB 38 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU17-3","D3B","PDL0049046 - CLUB 46 - ","PDL0049009 - CLUB 9 - ","ID 672","NOM 80","Prénom 395","LIC 672",1,"Arbitre","","","NON","U17","P"
"DMU15-3","D3E","PDL0049047 - CLUB 47 - ","PDL0049007 - CLUB 7 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU11-3-P2-P2","D3E","PDL0049049 - CLUB 49 - ","PDL0049017 - CLUB 17 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9-3-P2-P2","D3F","PDL0049050 - CLUB 50 - 2","PDL0049088 - CLUB 88 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU18-P2-P2","ELITE","PDL0049077 - CLUB 77 - ","PDL0049067 - CLUB 67 - ","ID 488","NOM 1","Prénom 317","LIC 488",2,"Arbitre","(17,00Km)","36.92","NON","U18","P"
"DFU18-P2-P2","ELITE","PDL0049077 - CLUB 77 - ","PDL0049067 - CLUB 67 - ","ID 674","NOM 515","Prénom 396","LIC 674",1,"Arbitre","(6,00Km)","28.56","NON","U18","P"
"DFU11-2-P2-P2","D2D","PDL0049084 - CLUB 84 - ","PDL0049011 - CLUB 11 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU15","D1B","PDL0049084 - CLUB 84 - 1","PDL0049044 - CLUB 44 - ","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","U15","A"
"DFU15","D1B","PDL0049084 - CLUB 84 - 1","PDL0049044 - CLUB 44 - ","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U15","A"
"DFU15-P2-P2","ELITE","PDL0049084 - CLUB 84 - 1","PDL0049046 - CLUB 46 - 1","ID 171","NOM 154","Prénom 31","LIC 171",1,"Arbitre","(27,00Km)","44.52","NON","U15","P"
"DFU15-P2-P2","ELITE","PDL0049084 - CLUB 84 - 1","PDL0049046 - CLUB 46 - 1","ID 814","NOM 613","Prénom 440","LIC 814",2,"Arbitre","(20,00Km)","39.2","NON","U15","P"
"DMU11-4-P2-P2","D4F","PDL0049079 - CLUB 79 - 2","PDL0049011 - CLUB 11 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU15-4","D4C","PDL0049053 - CLUB 53 - ","PDL0049070 - CLUB 70 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-3-P2","D3E","PDL0049053 - CLUB 53 - 1","PDL0049023 - CLUB 23 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-P2","D1D","PDL0049053 - CLUB 53 - 1","PDL0049044 - CLUB 44 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17-4-P2","D4C","PDL0049053 - CLUB 53 - 2","PDL0049043 - CLUB 43 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"PRF-P2","PRFPB","PDL0049098 - CLUB 98 - ","PDL0049026 - CLUB 26 - ","ID 1364","NOM 924","Prénom 138","LIC 1362",1,"Chronometreur","","","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049098 - CLUB 98 - ","PDL0049026 - CLUB 26 - ","ID 62","NOM 61","Prénom 60","LIC 62",1,"Arbitre","(40,00Km)","60.4","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049098 - CLUB 98 - ","PDL0049026 - CLUB 26 - ","ID 1365","NOM 925","Prénom 591","LIC 1363",1,"Délégué de club","","","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049098 - CLUB 98 - ","PDL0049026 - CLUB 26 - ","ID 1366","NOM 208","Prénom 149","LIC 1364",1,"Marqueur","","","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049098 - CLUB 98 - ","PDL0049026 - CLUB 26 - ","ID 123","NOM 114","Prénom 107","LIC 123",2,"Arbitre","(66,00Km)","80.16","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049098 - CLUB 98 - ","PDL0049026 - CLUB 26 - ","ID 189","NOM 51","Prénom 10","LIC 189",3,"Arbitre","(10,00Km)","37.6","NON","Seniors","R"
"PRF","PRF B","PDL0049098 - CLUB 98 - ","PDL0049032 - CLUB 32 - 2","ID 436","NOM 352","Prénom 30","LIC 436",2,"Arbitre","(15,00Km)","41.4","NON","Seniors","P"
"PRF","PRF B","PDL0049098 - CLUB 98 - ","PDL0049032 - CLUB 32 - 2","ID 12","NOM 12","Prénom 12","LIC 12",1,"Arbitre","(13,00Km)","39.88","NON","Seniors","P"
"DFU15-2","D2C","PDL0049054 - CLUB 54 - ","PDL0049064 - CLUB 64 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFVE","A","PDL0049056 - CLUB 56 - ","PDL0049003 - CLUB 3 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DFU11-4-P2","D4B","PDL0049056 - CLUB 56 - ","PDL0049046 - CLUB 46 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU15-P2","D1C","PDL0049057 - CLUB 57 - ","PDL0049013 - CLUB 13 - ","ID 802","NOM 187","Prénom 434","LIC 802",3,"Arbitre","(41,00Km)","55.16","NON","U15","A"
"DFU15-P2","D1C","PDL0049057 - CLUB 57 - ","PDL0049013 - CLUB 13 - ","ID 215","NOM 137","Prénom 176","LIC 215",2,"Arbitre","(41,00Km)","55.16","NON","U15","P"
"DFU15-P2","D1C","PDL0049057 - CLUB 57 - ","PDL0049013 - CLUB 13 - ","ID 501","NOM 397","Prénom 324","LIC 501",1,"Arbitre","(13,00Km)","33.88","NON","U15","P"
"DMU9-2-P2","D2F","PDL0049059 - CLUB 59 - 1","PDL0049067 - CLUB 67 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-4-P2","D4B","PDL0049059 - CLUB 59 - 2","PDL0049059 - CLUB 59 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU15-4-P2","D4B","PDL0049059 - CLUB 59 - 3","PDL0049025 - CLUB 25 - ","ID 145","NOM 133","Prénom 124","LIC 145",1,"Arbitre","","","NON","U15","P"
"DMU15-4-P2","D4B","PDL0049059 - CLUB 59 - 3","PDL0049025 - CLUB 25 - ","ID 1065","NOM 768","Prénom 514","LIC 1065",1,"Marqueur","","","NON","U15","P"
"DMU15-4-P2","D4B","PDL0049059 - CLUB 59 - 3","PDL0049025 - CLUB 25 - ","ID 385","NOM 314","Prénom 273","LIC 385",1,"Chronometreur","","","NON","U15","P"
"DMU17","D1B","PDL0049061 - CLUB 61 - 1","PDL0049015 - CLUB 15 - 1","ID 1367","NOM 783","Prénom 243","LIC 1365",1,"Arbitre","","","NON","U17","P"
"DMU9-3-P2","D3E","PDL0049063 - CLUB 63 - ","PDL0049012 - CLUB 12 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU15-2","D2D","PDL0049063 - CLUB 63 - ","PDL0049032 - CLUB 32 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF3","DF 3D","PDL0049064 - CLUB 64 - 1","PDL0049072 - CLUB 72 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DF3-P2","DF3HB","PDL0049064 - CLUB 64 - 1","PDL0049027 - CLUB 27 - ","ID 1368","NOM 287","Prénom 71","LIC 1366",1,"Marqueur","","","NON","Seniors","P"
"DF3-P2","DF3HB","PDL0049064 - CLUB 64 - 1","PDL0049027 - CLUB 27 - ","ID 1369","NOM 926","Prénom 118","LIC 1367",1,"Chronometreur","","","NON","Seniors","P"
"DF3-P2","DF3HB","PDL0049064 - CLUB 64 - 1","PDL0049027 - CLUB 27 - ","ID 1370","NOM 927","Prénom 592","LIC 1368",1,"Arbitre","","","NON","Seniors","P"
"DF3-P2","DF3HB","PDL0049064 - CLUB 64 - 1","PDL0049027 - CLUB 27 - ","ID 1371","NOM 928","Prénom 225","LIC 1369",2,"Arbitre","","","NON","Seniors","P"
"DM2","DM 2D","PDL0049064 - CLUB 64 - 2","PDL0049043 - CLUB 43 - 1","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","Seniors","A"
"DM2","DM 2D","PDL0049064 - CLUB 64 - 2","PDL0049043 - CLUB 43 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","Seniors","A"
"DFU11-4","D4I","PDL0049064 - CLUB 64 - 4","PDL0049043 - CLUB 43 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-2","D2C","PDL0049065 - CLUB 65 - 1","PDL0049041 - CLUB 41 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMVE","A","PDL0049066 - CLUB 66 - ","PDL0049030 - CLUB 30 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DMU9-2-P2-P2","D2D","PDL0049066 - CLUB 66 - ","PDL0049045 - CLUB 45 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-2-P2","D2B","PDL0049066 - CLUB 66 - 2","PDL0049030 - CLUB 30 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU18","D1B","PDL0049067 - CLUB 67 - ","PDL0049011 - CLUB 11 - 1","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","U18","A"
"DFU18","D1B","PDL0049067 - CLUB 67 - ","PDL0049011 - CLUB 11 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U18","A"
"DFU18-P2","D1C","PDL0049067 - CLUB 67 - ","PDL0049077 - CLUB 77 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DFU15-3","D4D","PDL0049082 - CLUB 82 - ","PDL0049083 - CLUB 83 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-4-P2","D4E","PDL0049069 - CLUB 69 - ","PDL0049067 - CLUB 67 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU15-2-P2","D2C","PDL0049070 - CLUB 70 - ","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF2-P2","DF2PH","PDL0049070 - CLUB 70 - 1","PDL0049056 - CLUB 56 - 2","ID 1372","NOM 199","Prénom 184","LIC 1370",1,"Délégué de club","","","NON","Seniors","P"
"DF2-P2","DF2PH","PDL0049070 - CLUB 70 - 1","PDL0049056 - CLUB 56 - 2","ID 1373","NOM 929","Prénom 38","LIC 1371",1,"Arbitre","","","NON","Seniors","P"
"DF2-P2","DF2PH","PDL0049070 - CLUB 70 - 1","PDL0049056 - CLUB 56 - 2","ID 652","NOM 500","Prénom 166","LIC 652",2,"Arbitre","","","NON","Seniors","P"
"DMU20-P2-P2","D1C","PDL0049001 - CLUB 1 - 2","PDL0049049 - CLUB 49 - ","ID 214","NOM 184","Prénom 138","LIC 214",2,"Arbitre","(33,00Km)","49.08","NON","U20","P"
"DMU20-P2-P2","D1C","PDL0049001 - CLUB 1 - 2","PDL0049049 - CLUB 49 - ","ID 1374","NOM 930","Prénom 92","LIC 1372",1,"Chronometreur","","","NON","U20","P"
"DMU20-P2-P2","D1C","PDL0049001 - CLUB 1 - 2","PDL0049049 - CLUB 49 - ","ID 920","NOM 27","Prénom 475","LIC 920",1,"Arbitre","(30,00Km)","46.8","NON","U20","P"
"DM2-P2","DM2BA","PDL0049001 - CLUB 1 - 2","PDL0049063 - CLUB 63 - ","ID 1375","NOM 931","Prénom 10","LIC 1373",1,"Marqueur","","","NON","Seniors","P"
"DM2-P2","DM2BA","PDL0049001 - CLUB 1 - 2","PDL0049063 - CLUB 63 - ","ID 241","NOM 205","Prénom 193","LIC 241",2,"Arbitre","","","NON","Seniors","P"
"DFU15","D1A","PDL0049002 - CLUB 2 - 3","PDL0049041 - CLUB 41 - 1","ID 868","NOM 9","Prénom 9","LIC 868",1,"Arbitre","","","NON","U15","P"
"DFU15","D1A","PDL0049002 - CLUB 2 - 3","PDL0049041 - CLUB 41 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U15","A"
"DMU17-3-P2","D3A","PDL0049003 - CLUB 3 - ","PDL0049051 - CLUB 51 - ","ID 17","NOM 17","Prénom 17","LIC 17",3,"Arbitre","","","NON","U17","P"
"DMU17-3-P2","D3A","PDL0049003 - CLUB 3 - ","PDL0049051 - CLUB 51 - ","ID 1116","NOM 794","Prénom 528","LIC 1116",1,"Arbitre","","","NON","U17","P"
"DMU17-3-P2","D3A","PDL0049003 - CLUB 3 - ","PDL0049051 - CLUB 51 - ","ID 1376","NOM 932","Prénom 263","LIC 1374",2,"Arbitre","","","NON","U17","P"
"DMU17-4","D4A","PDL0049004 - CLUB 4 - ","PDL0049059 - CLUB 59 - ","ID 20","NOM 19","Prénom 20","LIC 20",2,"Arbitre","","","NON","U17","P"
"DMU17-4","D4A","PDL0049004 - CLUB 4 - ","PDL0049059 - CLUB 59 - ","ID 433","NOM 349","Prénom 292","LIC 433",1,"Arbitre","","","NON","U17","P"
"DMU11-3-P2","D3E","PDL0049004 - CLUB 4 - 1","PDL0049046 - CLUB 46 - 1","ID 751","NOM 570","Prénom 32","LIC 751",1,"Arbitre","","","NON","U11","P"
"DMU15-4","D4A","PDL0049004 - CLUB 4 - 2","PDL0049045 - CLUB 45 - 2","ID 260","NOM 220","Prénom 205","LIC 260",1,"Arbitre","","","NON","U15","P"
"DMU9-4","D4B","PDL0049083 - CLUB 83 - ","PDL0049019 - CLUB 19 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-2-P2","D2A","PDL0049006 - CLUB 6 - ","PDL0049029 - CLUB 29 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-3-P2","D3A","PDL0049006 - CLUB 6 - ","PDL0049055 - CLUB 55 - ","ID 1142","NOM 157","Prénom 536","LIC 1142",1,"Arbitre","","","NON","U15","P"
"DMU9-3-P2-P2","D3A","PDL0049006 - CLUB 6 - 3","PDL0049033 - CLUB 33 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DF3-P2","DF3BA","PDL0049086 - CLUB 86 - 2","PDL0049066 - CLUB 66 - ","ID 1320","NOM 858","Prénom 583","LIC 1319",1,"Délégué de club","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049086 - CLUB 86 - 2","PDL0049066 - CLUB 66 - ","ID 1377","NOM 933","Prénom 449","LIC 1375",1,"Chronometreur","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049086 - CLUB 86 - 2","PDL0049066 - CLUB 66 - ","ID 660","NOM 507","Prénom 181","LIC 660",2,"Arbitre","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049086 - CLUB 86 - 2","PDL0049066 - CLUB 66 - ","ID 1378","NOM 934","Prénom 181","LIC 1376",1,"Marqueur","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049086 - CLUB 86 - 2","PDL0049066 - CLUB 66 - ","ID 1379","NOM 546","Prénom 593","LIC 1377",1,"Arbitre","","","NON","Seniors","P"
"DMU9-3-P2","D3F","PDL0049007 - CLUB 7 - 1","PDL0049024 - CLUB 24 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU18-2-P2","D2A","PDL0049008 - CLUB 8 - 2","PDL0049016 - CLUB 16 - ","ID 813","NOM 612","Prénom 439","LIC 813",2,"Arbitre","","","NON","U18","P"
